treatment,group_id,round,player_id,earned_wealth,mturk_id,endowment,final_wealth
Endow,6,1,1,55.0,A1295RHU5X5GTX,4.0,55.0
Endow,6,2,1,130.0,A1295RHU5X5GTX,4.0,130.0
Endow,6,3,1,230.0,A1295RHU5X5GTX,4.0,230.0
Endow,6,4,1,345.0,A1295RHU5X5GTX,4.0,345.0
Endow,6,5,1,405.0,A1295RHU5X5GTX,4.0,405.0
Endow,6,6,1,525.0,A1295RHU5X5GTX,4.0,525.0
Endow,6,7,1,600.0,A1295RHU5X5GTX,4.0,600.0
Endow,6,8,1,650.0,A1295RHU5X5GTX,4.0,650.0
Endow,6,9,1,725.0,A1295RHU5X5GTX,4.0,725.0
Endow,6,10,1,750.0,A1295RHU5X5GTX,4.0,750.0
Endow,6,11,1,795.0,A1295RHU5X5GTX,4.0,795.0
Endow,6,12,1,840.0,A1295RHU5X5GTX,4.0,840.0
Endow,6,13,1,880.0,A1295RHU5X5GTX,4.0,880.0
Endow,6,14,1,935.0,A1295RHU5X5GTX,4.0,935.0
Endow,6,15,1,995.0,A1295RHU5X5GTX,4.0,995.0
Endow,6,16,1,1015.0,A1295RHU5X5GTX,4.0,1015.0
Endow,6,17,1,1145.0,A1295RHU5X5GTX,4.0,1145.0
Endow,6,18,1,1145.0,A1295RHU5X5GTX,4.0,1145.0
Endow,6,19,1,1185.0,A1295RHU5X5GTX,4.0,1185.0
Endow,6,20,1,1225.0,A1295RHU5X5GTX,4.0,1225.0
Endow,6,1,2,25.0,A2LVCS009DMEAT,6.0,25.0
Endow,6,2,2,85.0,A2LVCS009DMEAT,6.0,85.0
Endow,6,3,2,165.0,A2LVCS009DMEAT,6.0,165.0
Endow,6,4,2,190.0,A2LVCS009DMEAT,6.0,190.0
Endow,6,5,2,220.0,A2LVCS009DMEAT,6.0,220.0
Endow,6,6,2,230.0,A2LVCS009DMEAT,6.0,230.0
Endow,6,7,2,260.0,A2LVCS009DMEAT,6.0,260.0
Endow,6,8,2,330.0,A2LVCS009DMEAT,6.0,330.0
Endow,6,9,2,375.0,A2LVCS009DMEAT,6.0,375.0
Endow,6,10,2,485.0,A2LVCS009DMEAT,6.0,485.0
Endow,6,11,2,590.0,A2LVCS009DMEAT,6.0,590.0
Endow,6,12,2,680.0,A2LVCS009DMEAT,6.0,680.0
Endow,6,13,2,740.0,A2LVCS009DMEAT,6.0,740.0
Endow,6,14,2,830.0,A2LVCS009DMEAT,6.0,830.0
Endow,6,15,2,865.0,A2LVCS009DMEAT,6.0,865.0
Endow,6,16,2,985.0,A2LVCS009DMEAT,6.0,985.0
Endow,6,17,2,1000.0,A2LVCS009DMEAT,6.0,1000.0
Endow,6,18,2,1085.0,A2LVCS009DMEAT,6.0,1085.0
Endow,6,19,2,1180.0,A2LVCS009DMEAT,6.0,1180.0
Endow,6,20,2,1220.0,A2LVCS009DMEAT,6.0,1220.0
Endow,6,1,3,60.0,A1IIF95II8FISQ,2.0,60.0
Endow,6,2,3,105.0,A1IIF95II8FISQ,2.0,105.0
Endow,6,3,3,135.0,A1IIF95II8FISQ,2.0,135.0
Endow,6,4,3,165.0,A1IIF95II8FISQ,2.0,165.0
Endow,6,5,3,225.0,A1IIF95II8FISQ,2.0,225.0
Endow,6,6,3,240.0,A1IIF95II8FISQ,2.0,240.0
Endow,6,7,3,255.0,A1IIF95II8FISQ,2.0,255.0
Endow,6,8,3,300.0,A1IIF95II8FISQ,2.0,300.0
Endow,6,9,3,345.0,A1IIF95II8FISQ,2.0,345.0
Endow,6,10,3,375.0,A1IIF95II8FISQ,2.0,375.0
Endow,6,11,3,405.0,A1IIF95II8FISQ,2.0,405.0
Endow,6,12,3,440.0,A1IIF95II8FISQ,2.0,440.0
Endow,6,13,3,490.0,A1IIF95II8FISQ,2.0,490.0
Endow,6,14,3,515.0,A1IIF95II8FISQ,2.0,515.0
Endow,6,15,3,550.0,A1IIF95II8FISQ,2.0,550.0
Endow,6,16,3,580.0,A1IIF95II8FISQ,2.0,580.0
Endow,6,17,3,605.0,A1IIF95II8FISQ,2.0,605.0
Endow,6,18,3,645.0,A1IIF95II8FISQ,2.0,645.0
Endow,6,19,3,645.0,A1IIF95II8FISQ,2.0,645.0
Endow,6,20,3,720.0,A1IIF95II8FISQ,2.0,720.0
Endow,6,1,4,35.0,A3W2YF5RJ6R01N,4.0,35.0
Endow,6,2,4,75.0,A3W2YF5RJ6R01N,4.0,75.0
Endow,6,3,4,125.0,A3W2YF5RJ6R01N,4.0,125.0
Endow,6,4,4,175.0,A3W2YF5RJ6R01N,4.0,175.0
Endow,6,5,4,210.0,A3W2YF5RJ6R01N,4.0,210.0
Endow,6,6,4,245.0,A3W2YF5RJ6R01N,4.0,245.0
Endow,6,7,4,265.0,A3W2YF5RJ6R01N,4.0,265.0
Endow,6,8,4,335.0,A3W2YF5RJ6R01N,4.0,335.0
Endow,6,9,4,345.0,A3W2YF5RJ6R01N,4.0,345.0
Endow,6,10,4,365.0,A3W2YF5RJ6R01N,4.0,365.0
Endow,6,11,4,385.0,A3W2YF5RJ6R01N,4.0,385.0
Endow,6,12,4,405.0,A3W2YF5RJ6R01N,4.0,405.0
Endow,6,13,4,440.0,A3W2YF5RJ6R01N,4.0,440.0
Endow,6,14,4,475.0,A3W2YF5RJ6R01N,4.0,475.0
Endow,6,15,4,495.0,A3W2YF5RJ6R01N,4.0,495.0
Endow,6,16,4,545.0,A3W2YF5RJ6R01N,4.0,545.0
Endow,6,17,4,580.0,A3W2YF5RJ6R01N,4.0,580.0
Endow,6,18,4,630.0,A3W2YF5RJ6R01N,4.0,630.0
Endow,6,19,4,665.0,A3W2YF5RJ6R01N,4.0,665.0
Endow,6,20,4,700.0,A3W2YF5RJ6R01N,4.0,700.0
Endow,6,1,5,15.0,A3K7K7IANZADVD,6.0,15.0
Endow,6,2,5,65.0,A3K7K7IANZADVD,6.0,65.0
Endow,6,3,5,95.0,A3K7K7IANZADVD,6.0,95.0
Endow,6,4,5,95.0,A3K7K7IANZADVD,6.0,95.0
Endow,6,5,5,200.0,A3K7K7IANZADVD,6.0,200.0
Endow,6,6,5,275.0,A3K7K7IANZADVD,6.0,275.0
Endow,6,7,5,335.0,A3K7K7IANZADVD,6.0,335.0
Endow,6,8,5,410.0,A3K7K7IANZADVD,6.0,410.0
Endow,6,9,5,460.0,A3K7K7IANZADVD,6.0,460.0
Endow,6,10,5,475.0,A3K7K7IANZADVD,6.0,475.0
Endow,6,11,5,535.0,A3K7K7IANZADVD,6.0,535.0
Endow,6,12,5,610.0,A3K7K7IANZADVD,6.0,610.0
Endow,6,13,5,640.0,A3K7K7IANZADVD,6.0,640.0
Endow,6,14,5,745.0,A3K7K7IANZADVD,6.0,745.0
Endow,6,15,5,760.0,A3K7K7IANZADVD,6.0,760.0
Endow,6,16,5,845.0,A3K7K7IANZADVD,6.0,845.0
Endow,6,17,5,950.0,A3K7K7IANZADVD,6.0,950.0
Endow,6,18,5,1025.0,A3K7K7IANZADVD,6.0,1025.0
Endow,6,19,5,1105.0,A3K7K7IANZADVD,6.0,1105.0
Endow,6,20,5,1180.0,A3K7K7IANZADVD,6.0,1180.0
Endow,6,1,6,15.0,A2WQTNO91C05GC,2.0,15.0
Endow,6,2,6,105.0,A2WQTNO91C05GC,2.0,105.0
Endow,6,3,6,255.0,A2WQTNO91C05GC,2.0,255.0
Endow,6,4,6,420.0,A2WQTNO91C05GC,2.0,420.0
Endow,6,5,6,435.0,A2WQTNO91C05GC,2.0,435.0
Endow,6,6,6,480.0,A2WQTNO91C05GC,2.0,480.0
Endow,6,7,6,540.0,A2WQTNO91C05GC,2.0,540.0
Endow,6,8,6,540.0,A2WQTNO91C05GC,2.0,540.0
Endow,6,9,6,570.0,A2WQTNO91C05GC,2.0,570.0
Endow,6,10,6,660.0,A2WQTNO91C05GC,2.0,660.0
Endow,6,11,6,675.0,A2WQTNO91C05GC,2.0,675.0
Endow,6,12,6,690.0,A2WQTNO91C05GC,2.0,690.0
Endow,6,13,6,690.0,A2WQTNO91C05GC,2.0,690.0
Endow,6,14,6,705.0,A2WQTNO91C05GC,2.0,705.0
Endow,6,15,6,705.0,A2WQTNO91C05GC,2.0,705.0
Endow,6,16,6,720.0,A2WQTNO91C05GC,2.0,720.0
Endow,6,17,6,720.0,A2WQTNO91C05GC,2.0,720.0
Endow,6,18,6,720.0,A2WQTNO91C05GC,2.0,720.0
Endow,6,19,6,735.0,A2WQTNO91C05GC,2.0,735.0
Endow,6,20,6,735.0,A2WQTNO91C05GC,2.0,735.0
Endow,6,1,7,55.0,AZBEA4X1GBSTI,4.0,55.0
Endow,6,2,7,70.0,AZBEA4X1GBSTI,4.0,70.0
Endow,6,3,7,85.0,AZBEA4X1GBSTI,4.0,85.0
Endow,6,4,7,110.0,AZBEA4X1GBSTI,4.0,110.0
Endow,6,5,7,165.0,AZBEA4X1GBSTI,4.0,165.0
Endow,6,6,7,215.0,AZBEA4X1GBSTI,4.0,215.0
Endow,6,7,7,265.0,AZBEA4X1GBSTI,4.0,265.0
Endow,6,8,7,325.0,AZBEA4X1GBSTI,4.0,325.0
Endow,6,9,7,345.0,AZBEA4X1GBSTI,4.0,345.0
Endow,6,10,7,415.0,AZBEA4X1GBSTI,4.0,415.0
Endow,6,11,7,435.0,AZBEA4X1GBSTI,4.0,435.0
Endow,6,12,7,520.0,AZBEA4X1GBSTI,4.0,520.0
Endow,6,13,7,625.0,AZBEA4X1GBSTI,4.0,625.0
Endow,6,14,7,655.0,AZBEA4X1GBSTI,4.0,655.0
Endow,6,15,7,675.0,AZBEA4X1GBSTI,4.0,675.0
Endow,6,16,7,690.0,AZBEA4X1GBSTI,4.0,690.0
Endow,6,17,7,720.0,AZBEA4X1GBSTI,4.0,720.0
Endow,6,18,7,775.0,AZBEA4X1GBSTI,4.0,775.0
Endow,6,19,7,820.0,AZBEA4X1GBSTI,4.0,820.0
Endow,6,20,7,890.0,AZBEA4X1GBSTI,4.0,890.0
Endow,6,1,8,40.0,A2HGRSPR50ENHL,6.0,40.0
Endow,6,2,8,70.0,A2HGRSPR50ENHL,6.0,70.0
Endow,6,3,8,125.0,A2HGRSPR50ENHL,6.0,125.0
Endow,6,4,8,155.0,A2HGRSPR50ENHL,6.0,155.0
Endow,6,5,8,185.0,A2HGRSPR50ENHL,6.0,185.0
Endow,6,6,8,215.0,A2HGRSPR50ENHL,6.0,215.0
Endow,6,7,8,235.0,A2HGRSPR50ENHL,6.0,235.0
Endow,6,8,8,310.0,A2HGRSPR50ENHL,6.0,310.0
Endow,6,9,8,385.0,A2HGRSPR50ENHL,6.0,385.0
Endow,6,10,8,460.0,A2HGRSPR50ENHL,6.0,460.0
Endow,6,11,8,565.0,A2HGRSPR50ENHL,6.0,565.0
Endow,6,12,8,635.0,A2HGRSPR50ENHL,6.0,635.0
Endow,6,13,8,695.0,A2HGRSPR50ENHL,6.0,695.0
Endow,6,14,8,735.0,A2HGRSPR50ENHL,6.0,735.0
Endow,6,15,8,815.0,A2HGRSPR50ENHL,6.0,815.0
Endow,6,16,8,865.0,A2HGRSPR50ENHL,6.0,865.0
Endow,6,17,8,935.0,A2HGRSPR50ENHL,6.0,935.0
Endow,6,18,8,1035.0,A2HGRSPR50ENHL,6.0,1035.0
Endow,6,19,8,1080.0,A2HGRSPR50ENHL,6.0,1080.0
Endow,6,20,8,1185.0,A2HGRSPR50ENHL,6.0,1185.0
Endow,6,1,9,50.0,A26LOVXF4QZZCO,2.0,50.0
Endow,6,2,9,80.0,A26LOVXF4QZZCO,2.0,80.0
Endow,6,3,9,125.0,A26LOVXF4QZZCO,2.0,125.0
Endow,6,4,9,125.0,A26LOVXF4QZZCO,2.0,125.0
Endow,6,5,9,170.0,A26LOVXF4QZZCO,2.0,170.0
Endow,6,6,9,275.0,A26LOVXF4QZZCO,2.0,275.0
Endow,6,7,9,290.0,A26LOVXF4QZZCO,2.0,290.0
Endow,6,8,9,305.0,A26LOVXF4QZZCO,2.0,305.0
Endow,6,9,9,390.0,A26LOVXF4QZZCO,2.0,390.0
Endow,6,10,9,435.0,A26LOVXF4QZZCO,2.0,435.0
Endow,6,11,9,450.0,A26LOVXF4QZZCO,2.0,450.0
Endow,6,12,9,465.0,A26LOVXF4QZZCO,2.0,465.0
Endow,6,13,9,465.0,A26LOVXF4QZZCO,2.0,465.0
Endow,6,14,9,480.0,A26LOVXF4QZZCO,2.0,480.0
Endow,6,15,9,525.0,A26LOVXF4QZZCO,2.0,525.0
Endow,6,16,9,540.0,A26LOVXF4QZZCO,2.0,540.0
Endow,6,17,9,570.0,A26LOVXF4QZZCO,2.0,570.0
Endow,6,18,9,630.0,A26LOVXF4QZZCO,2.0,630.0
Endow,6,19,9,645.0,A26LOVXF4QZZCO,2.0,645.0
Endow,6,20,9,675.0,A26LOVXF4QZZCO,2.0,675.0
Endow,6,1,10,20.0,A3PXCRGJZE1QC3,4.0,20.0
Endow,6,2,10,35.0,A3PXCRGJZE1QC3,4.0,35.0
Endow,6,3,10,135.0,A3PXCRGJZE1QC3,4.0,135.0
Endow,6,4,10,250.0,A3PXCRGJZE1QC3,4.0,250.0
Endow,6,5,10,275.0,A3PXCRGJZE1QC3,4.0,275.0
Endow,6,6,10,305.0,A3PXCRGJZE1QC3,4.0,305.0
Endow,6,7,10,375.0,A3PXCRGJZE1QC3,4.0,375.0
Endow,6,8,10,415.0,A3PXCRGJZE1QC3,4.0,415.0
Endow,6,9,10,430.0,A3PXCRGJZE1QC3,4.0,430.0
Endow,6,10,10,485.0,A3PXCRGJZE1QC3,4.0,485.0
Endow,6,11,10,515.0,A3PXCRGJZE1QC3,4.0,515.0
Endow,6,12,10,560.0,A3PXCRGJZE1QC3,4.0,560.0
Endow,6,13,10,630.0,A3PXCRGJZE1QC3,4.0,630.0
Endow,6,14,10,640.0,A3PXCRGJZE1QC3,4.0,640.0
Endow,6,15,10,660.0,A3PXCRGJZE1QC3,4.0,660.0
Endow,6,16,10,690.0,A3PXCRGJZE1QC3,4.0,690.0
Endow,6,17,10,725.0,A3PXCRGJZE1QC3,4.0,725.0
Endow,6,18,10,790.0,A3PXCRGJZE1QC3,4.0,790.0
Endow,6,19,10,815.0,A3PXCRGJZE1QC3,4.0,815.0
Endow,6,20,10,870.0,A3PXCRGJZE1QC3,4.0,870.0
Endow,6,1,11,30.0,AJQGWGESKQT4Y,4.0,30.0
Endow,6,2,11,60.0,AJQGWGESKQT4Y,4.0,60.0
Endow,6,3,11,90.0,AJQGWGESKQT4Y,4.0,90.0
Endow,6,4,11,150.0,AJQGWGESKQT4Y,4.0,150.0
Endow,6,5,11,150.0,AJQGWGESKQT4Y,4.0,150.0
Endow,6,6,11,165.0,AJQGWGESKQT4Y,4.0,165.0
Endow,6,7,11,285.0,AJQGWGESKQT4Y,4.0,285.0
Endow,6,8,11,300.0,AJQGWGESKQT4Y,4.0,300.0
Endow,6,9,11,360.0,AJQGWGESKQT4Y,4.0,360.0
Endow,6,10,11,375.0,AJQGWGESKQT4Y,4.0,375.0
Endow,6,11,11,375.0,AJQGWGESKQT4Y,4.0,375.0
Endow,6,12,11,390.0,AJQGWGESKQT4Y,4.0,390.0
Endow,6,13,11,405.0,AJQGWGESKQT4Y,4.0,405.0
Endow,6,14,11,435.0,AJQGWGESKQT4Y,4.0,435.0
Endow,6,15,11,540.0,AJQGWGESKQT4Y,4.0,540.0
Endow,6,16,11,600.0,AJQGWGESKQT4Y,4.0,600.0
Endow,6,17,11,630.0,AJQGWGESKQT4Y,4.0,630.0
Endow,6,18,11,645.0,AJQGWGESKQT4Y,4.0,645.0
Endow,6,19,11,660.0,AJQGWGESKQT4Y,4.0,660.0
Endow,6,20,11,660.0,AJQGWGESKQT4Y,4.0,660.0
Endow,6,1,12,20.0,A36A780ODXBDEH,6.0,20.0
Endow,6,2,12,95.0,A36A780ODXBDEH,6.0,95.0
Endow,6,3,12,145.0,A36A780ODXBDEH,6.0,145.0
Endow,6,4,12,175.0,A36A780ODXBDEH,6.0,175.0
Endow,6,5,12,225.0,A36A780ODXBDEH,6.0,225.0
Endow,6,6,12,295.0,A36A780ODXBDEH,6.0,295.0
Endow,6,7,12,365.0,A36A780ODXBDEH,6.0,365.0
Endow,6,8,12,380.0,A36A780ODXBDEH,6.0,380.0
Endow,6,9,12,435.0,A36A780ODXBDEH,6.0,435.0
Endow,6,10,12,475.0,A36A780ODXBDEH,6.0,475.0
Endow,6,11,12,570.0,A36A780ODXBDEH,6.0,570.0
Endow,6,12,12,620.0,A36A780ODXBDEH,6.0,620.0
Endow,6,13,12,705.0,A36A780ODXBDEH,6.0,705.0
Endow,6,14,12,780.0,A36A780ODXBDEH,6.0,780.0
Endow,6,15,12,845.0,A36A780ODXBDEH,6.0,845.0
Endow,6,16,12,905.0,A36A780ODXBDEH,6.0,905.0
Endow,6,17,12,995.0,A36A780ODXBDEH,6.0,995.0
Endow,6,18,12,1100.0,A36A780ODXBDEH,6.0,1100.0
Endow,6,19,12,1205.0,A36A780ODXBDEH,6.0,1205.0
Endow,6,20,12,1280.0,A36A780ODXBDEH,6.0,1280.0
Endow,6,1,13,0.0,A55CXM7QR7R0N,2.0,0.0
Endow,6,2,13,45.0,A55CXM7QR7R0N,2.0,45.0
Endow,6,3,13,105.0,A55CXM7QR7R0N,2.0,105.0
Endow,6,4,13,165.0,A55CXM7QR7R0N,2.0,165.0
Endow,6,5,13,225.0,A55CXM7QR7R0N,2.0,225.0
Endow,6,6,13,270.0,A55CXM7QR7R0N,2.0,270.0
Endow,6,7,13,315.0,A55CXM7QR7R0N,2.0,315.0
Endow,6,8,13,330.0,A55CXM7QR7R0N,2.0,330.0
Endow,6,9,13,360.0,A55CXM7QR7R0N,2.0,360.0
Endow,6,10,13,420.0,A55CXM7QR7R0N,2.0,420.0
Endow,6,11,13,480.0,A55CXM7QR7R0N,2.0,480.0
Endow,6,12,13,495.0,A55CXM7QR7R0N,2.0,495.0
Endow,6,13,13,495.0,A55CXM7QR7R0N,2.0,495.0
Endow,6,14,13,540.0,A55CXM7QR7R0N,2.0,540.0
Endow,6,15,13,585.0,A55CXM7QR7R0N,2.0,585.0
Endow,6,16,13,630.0,A55CXM7QR7R0N,2.0,630.0
Endow,6,17,13,690.0,A55CXM7QR7R0N,2.0,690.0
Endow,6,18,13,705.0,A55CXM7QR7R0N,2.0,705.0
Endow,6,19,13,735.0,A55CXM7QR7R0N,2.0,735.0
Endow,6,20,13,780.0,A55CXM7QR7R0N,2.0,780.0
Endow,6,1,14,35.0,A2WWYVKGZZXBOB,4.0,35.0
Endow,6,2,14,120.0,A2WWYVKGZZXBOB,4.0,120.0
Endow,6,3,14,135.0,A2WWYVKGZZXBOB,4.0,135.0
Endow,6,4,14,165.0,A2WWYVKGZZXBOB,4.0,165.0
Endow,6,5,14,250.0,A2WWYVKGZZXBOB,4.0,250.0
Endow,6,6,14,305.0,A2WWYVKGZZXBOB,4.0,305.0
Endow,6,7,14,355.0,A2WWYVKGZZXBOB,4.0,355.0
Endow,6,8,14,440.0,A2WWYVKGZZXBOB,4.0,440.0
Endow,6,9,14,480.0,A2WWYVKGZZXBOB,4.0,480.0
Endow,6,10,14,550.0,A2WWYVKGZZXBOB,4.0,550.0
Endow,6,11,14,590.0,A2WWYVKGZZXBOB,4.0,590.0
Endow,6,12,14,610.0,A2WWYVKGZZXBOB,4.0,610.0
Endow,6,13,14,650.0,A2WWYVKGZZXBOB,4.0,650.0
Endow,6,14,14,690.0,A2WWYVKGZZXBOB,4.0,690.0
Endow,6,15,14,745.0,A2WWYVKGZZXBOB,4.0,745.0
Endow,6,16,14,785.0,A2WWYVKGZZXBOB,4.0,785.0
Endow,6,17,14,840.0,A2WWYVKGZZXBOB,4.0,840.0
Endow,6,18,14,895.0,A2WWYVKGZZXBOB,4.0,895.0
Endow,6,19,14,965.0,A2WWYVKGZZXBOB,4.0,965.0
Endow,6,20,14,980.0,A2WWYVKGZZXBOB,4.0,980.0
Endow,6,1,15,90.0,A2NAKIXS3DVGAA,6.0,90.0
Endow,6,2,15,165.0,A2NAKIXS3DVGAA,6.0,165.0
Endow,6,3,15,255.0,A2NAKIXS3DVGAA,6.0,255.0
Endow,6,4,15,330.0,A2NAKIXS3DVGAA,6.0,330.0
Endow,6,5,15,390.0,A2NAKIXS3DVGAA,6.0,390.0
Endow,6,6,15,465.0,A2NAKIXS3DVGAA,6.0,465.0
Endow,6,7,15,540.0,A2NAKIXS3DVGAA,6.0,540.0
Endow,6,8,15,630.0,A2NAKIXS3DVGAA,6.0,630.0
Endow,6,9,15,750.0,A2NAKIXS3DVGAA,6.0,750.0
Endow,6,10,15,840.0,A2NAKIXS3DVGAA,6.0,840.0
Endow,6,11,15,960.0,A2NAKIXS3DVGAA,6.0,960.0
Endow,6,12,15,1065.0,A2NAKIXS3DVGAA,6.0,1065.0
Endow,6,13,15,1170.0,A2NAKIXS3DVGAA,6.0,1170.0
Endow,6,14,15,1290.0,A2NAKIXS3DVGAA,6.0,1290.0
Endow,6,15,15,1395.0,A2NAKIXS3DVGAA,6.0,1395.0
Endow,6,16,15,1485.0,A2NAKIXS3DVGAA,6.0,1485.0
Endow,6,17,15,1560.0,A2NAKIXS3DVGAA,6.0,1560.0
Endow,6,18,15,1635.0,A2NAKIXS3DVGAA,6.0,1635.0
Endow,6,19,15,1710.0,A2NAKIXS3DVGAA,6.0,1710.0
Endow,6,20,15,1800.0,A2NAKIXS3DVGAA,6.0,1800.0
Endow,6,1,16,30.0,A2XVL0RNQMWI17,2.0,30.0
Endow,6,2,16,60.0,A2XVL0RNQMWI17,2.0,60.0
Endow,6,3,16,105.0,A2XVL0RNQMWI17,2.0,105.0
Endow,6,4,16,180.0,A2XVL0RNQMWI17,2.0,180.0
Endow,6,5,16,270.0,A2XVL0RNQMWI17,2.0,270.0
Endow,6,6,16,330.0,A2XVL0RNQMWI17,2.0,330.0
Endow,6,7,16,405.0,A2XVL0RNQMWI17,2.0,405.0
Endow,6,8,16,450.0,A2XVL0RNQMWI17,2.0,450.0
Endow,6,9,16,570.0,A2XVL0RNQMWI17,2.0,570.0
Endow,6,10,16,600.0,A2XVL0RNQMWI17,2.0,600.0
Endow,6,11,16,615.0,A2XVL0RNQMWI17,2.0,615.0
Endow,6,12,16,645.0,A2XVL0RNQMWI17,2.0,645.0
Endow,6,13,16,705.0,A2XVL0RNQMWI17,2.0,705.0
Endow,6,14,16,705.0,A2XVL0RNQMWI17,2.0,705.0
Endow,6,15,16,750.0,A2XVL0RNQMWI17,2.0,750.0
Endow,6,16,16,780.0,A2XVL0RNQMWI17,2.0,780.0
Endow,6,17,16,795.0,A2XVL0RNQMWI17,2.0,795.0
Endow,6,18,16,855.0,A2XVL0RNQMWI17,2.0,855.0
Endow,6,19,16,930.0,A2XVL0RNQMWI17,2.0,930.0
Endow,6,20,16,960.0,A2XVL0RNQMWI17,2.0,960.0
Endow,6,1,17,65.0,A2LGGU6XX7Y9S9,4.0,65.0
Endow,6,2,17,150.0,A2LGGU6XX7Y9S9,4.0,150.0
Endow,6,3,17,190.0,A2LGGU6XX7Y9S9,4.0,190.0
Endow,6,4,17,200.0,A2LGGU6XX7Y9S9,4.0,200.0
Endow,6,5,17,225.0,A2LGGU6XX7Y9S9,4.0,225.0
Endow,6,6,17,250.0,A2LGGU6XX7Y9S9,4.0,250.0
Endow,6,7,17,275.0,A2LGGU6XX7Y9S9,4.0,275.0
Endow,6,8,17,320.0,A2LGGU6XX7Y9S9,4.0,320.0
Endow,6,9,17,360.0,A2LGGU6XX7Y9S9,4.0,360.0
Endow,6,10,17,370.0,A2LGGU6XX7Y9S9,4.0,370.0
Endow,6,11,17,400.0,A2LGGU6XX7Y9S9,4.0,400.0
Endow,6,12,17,470.0,A2LGGU6XX7Y9S9,4.0,470.0
Endow,6,13,17,545.0,A2LGGU6XX7Y9S9,4.0,545.0
Endow,6,14,17,590.0,A2LGGU6XX7Y9S9,4.0,590.0
Endow,6,15,17,655.0,A2LGGU6XX7Y9S9,4.0,655.0
Endow,6,16,17,690.0,A2LGGU6XX7Y9S9,4.0,690.0
Endow,6,17,17,730.0,A2LGGU6XX7Y9S9,4.0,730.0
Endow,6,18,17,765.0,A2LGGU6XX7Y9S9,4.0,765.0
Endow,6,19,17,810.0,A2LGGU6XX7Y9S9,4.0,810.0
Endow,6,20,17,845.0,A2LGGU6XX7Y9S9,4.0,845.0
Endow,6,1,18,25.0,A1F1OZ54G177D8,6.0,25.0
Endow,6,2,18,85.0,A1F1OZ54G177D8,6.0,85.0
Endow,6,3,18,100.0,A1F1OZ54G177D8,6.0,100.0
Endow,6,4,18,155.0,A1F1OZ54G177D8,6.0,155.0
Endow,6,5,18,170.0,A1F1OZ54G177D8,6.0,170.0
Endow,6,6,18,185.0,A1F1OZ54G177D8,6.0,185.0
Endow,6,7,18,275.0,A1F1OZ54G177D8,6.0,275.0
Endow,6,8,18,330.0,A1F1OZ54G177D8,6.0,330.0
Endow,6,9,18,375.0,A1F1OZ54G177D8,6.0,375.0
Endow,6,10,18,415.0,A1F1OZ54G177D8,6.0,415.0
Endow,6,11,18,415.0,A1F1OZ54G177D8,6.0,415.0
Endow,6,12,18,495.0,A1F1OZ54G177D8,6.0,495.0
Endow,6,13,18,525.0,A1F1OZ54G177D8,6.0,525.0
Endow,6,14,18,585.0,A1F1OZ54G177D8,6.0,585.0
Endow,6,15,18,630.0,A1F1OZ54G177D8,6.0,630.0
Endow,6,16,18,690.0,A1F1OZ54G177D8,6.0,690.0
Endow,6,17,18,750.0,A1F1OZ54G177D8,6.0,750.0
Endow,6,18,18,810.0,A1F1OZ54G177D8,6.0,810.0
Endow,6,19,18,885.0,A1F1OZ54G177D8,6.0,885.0
Endow,6,20,18,945.0,A1F1OZ54G177D8,6.0,945.0
Endow,6,1,19,45.0,A3PDTUA1YLJTMC,2.0,45.0
Endow,6,2,19,75.0,A3PDTUA1YLJTMC,2.0,75.0
Endow,6,3,19,105.0,A3PDTUA1YLJTMC,2.0,105.0
Endow,6,4,19,120.0,A3PDTUA1YLJTMC,2.0,120.0
Endow,6,5,19,135.0,A3PDTUA1YLJTMC,2.0,135.0
Endow,6,6,19,225.0,A3PDTUA1YLJTMC,2.0,225.0
Endow,6,7,19,270.0,A3PDTUA1YLJTMC,2.0,270.0
Endow,6,8,19,300.0,A3PDTUA1YLJTMC,2.0,300.0
Endow,6,9,19,330.0,A3PDTUA1YLJTMC,2.0,330.0
Endow,6,10,19,345.0,A3PDTUA1YLJTMC,2.0,345.0
Endow,6,11,19,360.0,A3PDTUA1YLJTMC,2.0,360.0
Endow,6,12,19,375.0,A3PDTUA1YLJTMC,2.0,375.0
Endow,6,13,19,450.0,A3PDTUA1YLJTMC,2.0,450.0
Endow,6,14,19,480.0,A3PDTUA1YLJTMC,2.0,480.0
Endow,6,15,19,555.0,A3PDTUA1YLJTMC,2.0,555.0
Endow,6,16,19,570.0,A3PDTUA1YLJTMC,2.0,570.0
Endow,6,17,19,600.0,A3PDTUA1YLJTMC,2.0,600.0
Endow,6,18,19,630.0,A3PDTUA1YLJTMC,2.0,630.0
Endow,6,19,19,645.0,A3PDTUA1YLJTMC,2.0,645.0
Endow,6,20,19,720.0,A3PDTUA1YLJTMC,2.0,720.0
Endow,6,1,20,60.0,A314KKX6ONDO9O,4.0,60.0
Endow,6,2,20,85.0,A314KKX6ONDO9O,4.0,85.0
Endow,6,3,20,100.0,A314KKX6ONDO9O,4.0,100.0
Endow,6,4,20,170.0,A314KKX6ONDO9O,4.0,170.0
Endow,6,5,20,185.0,A314KKX6ONDO9O,4.0,185.0
Endow,6,6,20,200.0,A314KKX6ONDO9O,4.0,200.0
Endow,6,7,20,200.0,A314KKX6ONDO9O,4.0,200.0
